assignmentid	workerid	rt	evidence_type	language	age	gender	trial	enjoyment	asses	comments	Answer.time_in_minutes	response	evidence	item	Directness	EvidenceTypeCategorical
3DPNQGW4LLET3M2PBABREEWWSVR462	34	5672	evidence1	English	25	Male	2	1	Yes	There were no problems with it.	14.9763333333333	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
3DPNQGW4LLET3M2PBABREEWWSVR462	34	16737	evidence5	English	25	Male	3	1	Yes	There were no problems with it.	14.9763333333333	must	You're hungry.	dinner	0.563333333333333	wishful
3DPNQGW4LLET3M2PBABREEWWSVR462	34	9051	evidence4	English	25	Male	4	1	Yes	There were no problems with it.	14.9763333333333	might	You are listening to music with your earphones. You know that your neighbor's dog often barks in the evening.	dog	0.651	inferential
3DPNQGW4LLET3M2PBABREEWWSVR462	34	747826	evidence4	English	25	Male	5	1	Yes	There were no problems with it.	14.9763333333333	bare	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3DPNQGW4LLET3M2PBABREEWWSVR462	34	9111	evidence4	English	25	Male	6	1	Yes	There were no problems with it.	14.9763333333333	must	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
3DPNQGW4LLET3M2PBABREEWWSVR462	34	14036	evidence5	English	25	Male	7	1	Yes	There were no problems with it.	14.9763333333333	might	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
3DPNQGW4LLET3M2PBABREEWWSVR462	34	4379	evidence4	English	25	Male	8	1	Yes	There were no problems with it.	14.9763333333333	might	You see that there isn't any steam coming from the coffee.	coffee	0.681818181818182	inferential
3DPNQGW4LLET3M2PBABREEWWSVR462	34	9597	evidence3	English	25	Male	9	1	Yes	There were no problems with it.	14.9763333333333	probably	You know that the coffee has been on the table for an hour.	coffee	0.95	inferential
3DPNQGW4LLET3M2PBABREEWWSVR462	34	11199	evidence3	English	25	Male	10	1	Yes	There were no problems with it.	14.9763333333333	probably	Dinner is usually ready at around 6pm. You look at the clock and it is 6pm.	dinner	0.85	inferential
3DPNQGW4LLET3M2PBABREEWWSVR462	34	7008	evidence1	English	25	Male	11	1	Yes	There were no problems with it.	14.9763333333333	bare	You look out the window and see raindrops falling from the sky.	rain	0.935454545454545	perceptual
3DPNQGW4LLET3M2PBABREEWWSVR462	34	15854	evidence5	English	25	Male	12	1	Yes	There were no problems with it.	14.9763333333333	might	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
3IHR8NYAM701DSKUQ6A0KENDN0IP4U	35	24999	evidence2	English	26	Female	1	2	Yes		15.4156166666667	must	You hear the sound of a dog barking.	dog	0.734285714285714	inferential
3IHR8NYAM701DSKUQ6A0KENDN0IP4U	35	5583	evidence1	English	26	Female	2	2	Yes		15.4156166666667	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
3IHR8NYAM701DSKUQ6A0KENDN0IP4U	35	4433	evidence4	English	26	Female	3	2	Yes		15.4156166666667	might	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
3IHR8NYAM701DSKUQ6A0KENDN0IP4U	35	29700	evidence5	English	26	Female	4	2	Yes		15.4156166666667	might	You see that the cup isn't insulated.	coffee	0.5825	inferential
3IHR8NYAM701DSKUQ6A0KENDN0IP4U	35	25558	evidence4	English	26	Female	5	2	Yes		15.4156166666667	might	You are listening to music with your earphones. You know that your neighbor's dog often barks in the evening.	dog	0.651	inferential
3IHR8NYAM701DSKUQ6A0KENDN0IP4U	35	35650	evidence2	English	26	Female	6	2	Yes		15.4156166666667	bare	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
3IHR8NYAM701DSKUQ6A0KENDN0IP4U	35	16037	evidence3	English	26	Female	7	2	Yes		15.4156166666667	must	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
3IHR8NYAM701DSKUQ6A0KENDN0IP4U	35	46716	evidence1	English	26	Female	8	2	Yes		15.4156166666667	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3IHR8NYAM701DSKUQ6A0KENDN0IP4U	35	55146	evidence2	English	26	Female	9	2	Yes		15.4156166666667	bare	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
3IHR8NYAM701DSKUQ6A0KENDN0IP4U	35	25318	evidence1	English	26	Female	10	2	Yes		15.4156166666667	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
3IHR8NYAM701DSKUQ6A0KENDN0IP4U	35	15167	evidence1	English	26	Female	11	2	Yes		15.4156166666667	bare	You look out the window and see raindrops falling from the sky.	rain	0.935454545454545	perceptual
3IHR8NYAM701DSKUQ6A0KENDN0IP4U	35	5430	evidence5	English	26	Female	12	2	Yes		15.4156166666667	might	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
34Q075JO1XCHXCJRM3C87FF238W01L	36	25513	evidence5	english	53	Male	1	1	Yes		19.0933	might	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
34Q075JO1XCHXCJRM3C87FF238W01L	36	11462	evidence3	english	53	Male	2	1	Yes		19.0933	must	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
34Q075JO1XCHXCJRM3C87FF238W01L	36	9255	evidence3	english	53	Male	3	1	Yes		19.0933	probably	Dinner is usually ready at around 6pm. You look at the clock and it is 6pm.	dinner	0.85	inferential
34Q075JO1XCHXCJRM3C87FF238W01L	36	8064	evidence1	english	53	Male	4	1	Yes		19.0933	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
34Q075JO1XCHXCJRM3C87FF238W01L	36	6360	evidence2	english	53	Male	5	1	Yes		19.0933	bare	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
34Q075JO1XCHXCJRM3C87FF238W01L	36	5894	evidence5	english	53	Male	6	1	Yes		19.0933	might	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
34Q075JO1XCHXCJRM3C87FF238W01L	36	6831	evidence5	english	53	Male	7	1	Yes		19.0933	might	You're hungry.	dinner	0.563333333333333	wishful
34Q075JO1XCHXCJRM3C87FF238W01L	36	7703	evidence2	english	53	Male	8	1	Yes		19.0933	probably	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
34Q075JO1XCHXCJRM3C87FF238W01L	36	11967	evidence4	english	53	Male	9	1	Yes		19.0933	might	You are listening to music with your earphones. You know that your neighbor's dog often barks in the evening.	dog	0.651	inferential
34Q075JO1XCHXCJRM3C87FF238W01L	36	6751	evidence3	english	53	Male	10	1	Yes		19.0933	bare	You know that the coffee has been on the table for an hour.	coffee	0.95	inferential
34Q075JO1XCHXCJRM3C87FF238W01L	36	7264	evidence1	english	53	Male	11	1	Yes		19.0933	bare	You look out the window and see raindrops falling from the sky.	rain	0.935454545454545	perceptual
34Q075JO1XCHXCJRM3C87FF238W01L	36	9431	evidence2	english	53	Male	12	1	Yes		19.0933	bare	You hear the sound of a dog barking.	dog	0.734285714285714	inferential
3RRCEFRB7MBZ9YJK71SZPUIO6W44BP	37	12027	evidence1	English	30	Male	1	2	Yes	Thanks!	3.59023333333333	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
3RRCEFRB7MBZ9YJK71SZPUIO6W44BP	37	22019	evidence5	English	30	Male	2	2	Yes	Thanks!	3.59023333333333	might	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
3RRCEFRB7MBZ9YJK71SZPUIO6W44BP	37	11769	evidence3	English	30	Male	3	2	Yes	Thanks!	3.59023333333333	probably	Dinner is usually ready at around 6pm. You look at the clock and it is 6pm.	dinner	0.85	inferential
3RRCEFRB7MBZ9YJK71SZPUIO6W44BP	37	8717	evidence2	English	30	Male	4	2	Yes	Thanks!	3.59023333333333	must	You hear the sound of a dog barking.	dog	0.734285714285714	inferential
3RRCEFRB7MBZ9YJK71SZPUIO6W44BP	37	17182	evidence2	English	30	Male	5	2	Yes	Thanks!	3.59023333333333	must	You hear the sound of water dripping on the roof.	rain	0.9175	inferential
3RRCEFRB7MBZ9YJK71SZPUIO6W44BP	37	36460	evidence5	English	30	Male	6	2	Yes	Thanks!	3.59023333333333	might	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
3RRCEFRB7MBZ9YJK71SZPUIO6W44BP	37	7564	evidence4	English	30	Male	7	2	Yes	Thanks!	3.59023333333333	must	You see that there isn't any steam coming from the coffee.	coffee	0.681818181818182	inferential
3RRCEFRB7MBZ9YJK71SZPUIO6W44BP	37	15391	evidence1	English	30	Male	8	2	Yes	Thanks!	3.59023333333333	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3RRCEFRB7MBZ9YJK71SZPUIO6W44BP	37	27761	evidence4	English	30	Male	9	2	Yes	Thanks!	3.59023333333333	might	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3RRCEFRB7MBZ9YJK71SZPUIO6W44BP	37	10980	evidence3	English	30	Male	10	2	Yes	Thanks!	3.59023333333333	must	You know that the coffee has been on the table for an hour.	coffee	0.95	inferential
3RRCEFRB7MBZ9YJK71SZPUIO6W44BP	37	8748	evidence1	English	30	Male	11	2	Yes	Thanks!	3.59023333333333	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
3RRCEFRB7MBZ9YJK71SZPUIO6W44BP	37	5668	evidence4	English	30	Male	12	2	Yes	Thanks!	3.59023333333333	must	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
3OXV7EAXLEP8LQJLBW68494QEVW63K	38	19016	evidence4	english	30	Female	1	2	Yes	this was enjoyable	2.8061	probably	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3OXV7EAXLEP8LQJLBW68494QEVW63K	38	15755	evidence3	english	30	Female	2	2	Yes	this was enjoyable	2.8061	probably	Dinner is usually ready at around 6pm. You look at the clock and it is 6pm.	dinner	0.85	inferential
3OXV7EAXLEP8LQJLBW68494QEVW63K	38	10518	evidence1	english	30	Female	3	2	Yes	this was enjoyable	2.8061	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3OXV7EAXLEP8LQJLBW68494QEVW63K	38	19417	evidence4	english	30	Female	4	2	Yes	this was enjoyable	2.8061	must	You see that there isn't any steam coming from the coffee.	coffee	0.681818181818182	inferential
3OXV7EAXLEP8LQJLBW68494QEVW63K	38	12577	evidence2	english	30	Female	5	2	Yes	this was enjoyable	2.8061	probably	You hear the sound of a dog barking.	dog	0.734285714285714	inferential
3OXV7EAXLEP8LQJLBW68494QEVW63K	38	7091	evidence2	english	30	Female	6	2	Yes	this was enjoyable	2.8061	bare	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
3OXV7EAXLEP8LQJLBW68494QEVW63K	38	4761	evidence3	english	30	Female	7	2	Yes	this was enjoyable	2.8061	bare	You know that the coffee has been on the table for an hour.	coffee	0.95	inferential
3OXV7EAXLEP8LQJLBW68494QEVW63K	38	8569	evidence5	english	30	Female	8	2	Yes	this was enjoyable	2.8061	might	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
3OXV7EAXLEP8LQJLBW68494QEVW63K	38	6660	evidence3	english	30	Female	9	2	Yes	this was enjoyable	2.8061	must	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
3OXV7EAXLEP8LQJLBW68494QEVW63K	38	6354	evidence5	english	30	Female	10	2	Yes	this was enjoyable	2.8061	might	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
3OXV7EAXLEP8LQJLBW68494QEVW63K	38	11274	evidence4	english	30	Female	11	2	Yes	this was enjoyable	2.8061	might	You are listening to music with your earphones. You know that your neighbor's dog often barks in the evening.	dog	0.651	inferential
3OXV7EAXLEP8LQJLBW68494QEVW63K	38	5649	evidence2	english	30	Female	12	2	Yes	this was enjoyable	2.8061	must	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
33PPO7FECVEMW2GJ6ML9ELG7EZHDIK	39	6937	evidence1	english	25	Male	1	2	Yes		32.9559666666667	might	You look out the window and see raindrops falling from the sky.	rain	0.935454545454545	perceptual
33PPO7FECVEMW2GJ6ML9ELG7EZHDIK	39	2575	evidence3	english	25	Male	2	2	Yes		32.9559666666667	might	You know that the coffee has been on the table for an hour.	coffee	0.95	inferential
33PPO7FECVEMW2GJ6ML9ELG7EZHDIK	39	2760	evidence1	english	25	Male	3	2	Yes		32.9559666666667	must	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
33PPO7FECVEMW2GJ6ML9ELG7EZHDIK	39	2616	evidence3	english	25	Male	4	2	Yes		32.9559666666667	might	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
33PPO7FECVEMW2GJ6ML9ELG7EZHDIK	39	1574	evidence4	english	25	Male	5	2	Yes		32.9559666666667	might	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
33PPO7FECVEMW2GJ6ML9ELG7EZHDIK	39	3196	evidence2	english	25	Male	6	2	Yes		32.9559666666667	must	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
33PPO7FECVEMW2GJ6ML9ELG7EZHDIK	39	2318	evidence5	english	25	Male	7	2	Yes		32.9559666666667	might	You see that the cup isn't insulated.	coffee	0.5825	inferential
33PPO7FECVEMW2GJ6ML9ELG7EZHDIK	39	2918	evidence3	english	25	Male	8	2	Yes		32.9559666666667	must	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
33PPO7FECVEMW2GJ6ML9ELG7EZHDIK	39	3993	evidence4	english	25	Male	9	2	Yes		32.9559666666667	might	You are listening to music with your earphones. You know that your neighbor's dog often barks in the evening.	dog	0.651	inferential
33PPO7FECVEMW2GJ6ML9ELG7EZHDIK	39	3656	evidence4	english	25	Male	10	2	Yes		32.9559666666667	must	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
33PPO7FECVEMW2GJ6ML9ELG7EZHDIK	39	2347	evidence1	english	25	Male	11	2	Yes		32.9559666666667	might	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
33PPO7FECVEMW2GJ6ML9ELG7EZHDIK	39	2803	evidence2	english	25	Male	12	2	Yes		32.9559666666667	must	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
