workerid	rt	name	item	gender	sentence	item_type	response	slide_number_in_experiment	language	enjoyment	gender	age	comments	asses	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.catch_trials	Answer.condition	Answer.time_in_minutes	evidence	evidence_type	evidence_subtype	evidence_type_greg	evidence_subtype_greg
46	78675	Margaret	sun	F	I think it's sunny out.	think	0.37	7	English	0	Male	23		Yes	1	Windows	720	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	378XPAWRUCCOYVD7MCU7OK81RW0AIT	46	Submitted	Thu Nov 27 08:38:04 PST 2014	Mon Nov 24 08:27:25 PST 2014	Mon Nov 24 08:38:04 PST 2014						[]	{}	4.3104	'She probably seen it on the weather forecast.'	reportative		reportative	
46	22218	Helen	rain	F	It's probably raining.	probably	0.53	8	English	0	Male	23		Yes	1	Windows	720	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	378XPAWRUCCOYVD7MCU7OK81RW0AIT	46	Submitted	Thu Nov 27 08:38:04 PST 2014	Mon Nov 24 08:27:25 PST 2014	Mon Nov 24 08:38:04 PST 2014						[]	{}	4.3104	'She saw a weather forecast.'	reportative		reportative	
47	356701	Julie	rain	F	It might be raining.	might	0.46	3	English	2	Female	33	Thank you. The HIT was enjoyable	Yes	3	Windows	1050	1680	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	33M4IA01QG0DN7OJN9GUMKKQFDRRXH	47	Submitted	Thu Nov 27 08:40:09 PST 2014	Mon Nov 24 08:27:11 PST 2014	Mon Nov 24 08:40:09 PST 2014						[]	{}	12.89623333	'she may have checked the weather report or looked outside'	perceptual_reportative		perceptual_reportative	
47	73656	Ruth	dinner	F	Dinner is probably ready.	probably	0.46	4	English	2	Female	33	Thank you. The HIT was enjoyable	Yes	3	Windows	1050	1680	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	33M4IA01QG0DN7OJN9GUMKKQFDRRXH	47	Submitted	Thu Nov 27 08:40:09 PST 2014	Mon Nov 24 08:27:11 PST 2014	Mon Nov 24 08:40:09 PST 2014						[]	{}	12.89623333	'She may have overheard someone say that dinner is ready'	reportative		reportative	
47	13093	Michelle	train	F	The train must be late.	must	0.48	5	English	2	Female	33	Thank you. The HIT was enjoyable	Yes	3	Windows	1050	1680	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	33M4IA01QG0DN7OJN9GUMKKQFDRRXH	47	Submitted	Thu Nov 27 08:40:09 PST 2014	Mon Nov 24 08:27:11 PST 2014	Mon Nov 24 08:40:09 PST 2014						[]	{}	12.89623333	'she may have checked the train status updates'	reportative		reportative	
47	41821	Sharon	coffee	F	I think the coffee is cold.	think	0.67	6	English	2	Female	33	Thank you. The HIT was enjoyable	Yes	3	Windows	1050	1680	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	33M4IA01QG0DN7OJN9GUMKKQFDRRXH	47	Submitted	Thu Nov 27 08:40:09 PST 2014	Mon Nov 24 08:27:11 PST 2014	Mon Nov 24 08:40:09 PST 2014						[]	{}	12.89623333	'She may have had a cup of coffee and found it to be cold'	perceptual	tasting	perceptual	
47	17540	Anna	sun	F	I know it's sunny out.	know	0.8	7	English	2	Female	33	Thank you. The HIT was enjoyable	Yes	3	Windows	1050	1680	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	33M4IA01QG0DN7OJN9GUMKKQFDRRXH	47	Submitted	Thu Nov 27 08:40:09 PST 2014	Mon Nov 24 08:27:11 PST 2014	Mon Nov 24 08:40:09 PST 2014						[]	{}	12.89623333	'She was outside and saw that the sun is out'	perceptual	seeing	perceptual	
47	14304	Laura	dog	F	The neighbor's dog is barking.	bare	0.79	8	English	2	Female	33	Thank you. The HIT was enjoyable	Yes	3	Windows	1050	1680	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	33M4IA01QG0DN7OJN9GUMKKQFDRRXH	47	Submitted	Thu Nov 27 08:40:09 PST 2014	Mon Nov 24 08:27:11 PST 2014	Mon Nov 24 08:40:09 PST 2014						[]	{}	12.89623333	'She can hear the dog barking'	perceptual	hearing	perceptual	
48	28177	James	dinner	M	Dinner must be ready.	must	0.24	3	English	2	Male	49		Yes	1	Windows	1024	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3HWRJOOET51GIMXF7TQ7O54FL90SEY	48	Submitted	Thu Nov 27 08:41:11 PST 2014	Mon Nov 24 08:26:30 PST 2014	Mon Nov 24 08:41:11 PST 2014						[]	{}	4.118466667	He doesn't.	neg		neg	
48	21080	Timothy	sun	M	It's probably sunny out.	probably	0.72	4	English	2	Male	49		Yes	1	Windows	1024	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3HWRJOOET51GIMXF7TQ7O54FL90SEY	48	Submitted	Thu Nov 27 08:41:11 PST 2014	Mon Nov 24 08:26:30 PST 2014	Mon Nov 24 08:41:11 PST 2014						[]	{}	4.118466667	'He just came in from outside'	perceptual	experience	perceptual	
48	17880	William	rain	M	I know it's raining.	know	0.86	5	English	2	Male	49		Yes	1	Windows	1024	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3HWRJOOET51GIMXF7TQ7O54FL90SEY	48	Submitted	Thu Nov 27 08:41:11 PST 2014	Mon Nov 24 08:26:30 PST 2014	Mon Nov 24 08:41:11 PST 2014						[]	{}	4.118466667	'He was just outside'	perceptual	experience	perceptual	
48	17293	Susan	train	F	I think the train is late.	think	0.63	6	English	2	Male	49		Yes	1	Windows	1024	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3HWRJOOET51GIMXF7TQ7O54FL90SEY	48	Submitted	Thu Nov 27 08:41:11 PST 2014	Mon Nov 24 08:26:30 PST 2014	Mon Nov 24 08:41:11 PST 2014						[]	{}	4.118466667	'She was checking the schedule on the web'	reportative		reportative	
48	17992	Anna	coffee	F	The coffee is cold.	bare	0.88	7	English	2	Male	49		Yes	1	Windows	1024	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3HWRJOOET51GIMXF7TQ7O54FL90SEY	48	Submitted	Thu Nov 27 08:41:11 PST 2014	Mon Nov 24 08:26:30 PST 2014	Mon Nov 24 08:41:11 PST 2014						[]	{}	4.118466667	'She just drank some coffee'	perceptual	experience	perceptual	
48	28975	Ronald	dog	M	The neighbor's dog might be barking.	might	0.76	8	English	2	Male	49		Yes	1	Windows	1024	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3HWRJOOET51GIMXF7TQ7O54FL90SEY	48	Submitted	Thu Nov 27 08:41:11 PST 2014	Mon Nov 24 08:26:30 PST 2014	Mon Nov 24 08:41:11 PST 2014						[]	{}	4.118466667	He hears a dog barking and assumes it is my neighbor's dog.	inferential_perceptual		inferential	
49	23916	Helen	dog	F	The neighbor's dog must be barking.	must	1	3	English	1	Female	20		Yes	2	Mac	800	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3PJUZCGDJ6FH46RPLK4GF033IIG988	49	Submitted	Thu Nov 27 08:42:31 PST 2014	Mon Nov 24 08:39:14 PST 2014	Mon Nov 24 08:42:31 PST 2014						[]	{}	2.422216667	'She probably knows it from visiting before.'	inferential		inferential	
49	24928	Carol	train	F	I know the train is late.	know	0.63	4	English	1	Female	20		Yes	2	Mac	800	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3PJUZCGDJ6FH46RPLK4GF033IIG988	49	Submitted	Thu Nov 27 08:42:31 PST 2014	Mon Nov 24 08:39:14 PST 2014	Mon Nov 24 08:42:31 PST 2014						[]	{}	2.422216667	'She might have checked the schedule and train status online.'	reportative		reportative	
49	28520	Gregory	sun	M	I think it's sunny out.	think	0.86	5	English	1	Female	20		Yes	2	Mac	800	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3PJUZCGDJ6FH46RPLK4GF033IIG988	49	Submitted	Thu Nov 27 08:42:31 PST 2014	Mon Nov 24 08:39:14 PST 2014	Mon Nov 24 08:42:31 PST 2014						[]	{}	2.422216667	'He either checked the weather or has been outside at some point during the day and is making inferences based on that.'	reportative		inferential	
49	12152	Ashley	coffee	F	The coffee is cold.	bare	1	6	English	1	Female	20		Yes	2	Mac	800	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3PJUZCGDJ6FH46RPLK4GF033IIG988	49	Submitted	Thu Nov 27 08:42:31 PST 2014	Mon Nov 24 08:39:14 PST 2014	Mon Nov 24 08:42:31 PST 2014						[]	{}	2.422216667	'She probably tried to drink some.'	perceptual_uncertain		perceptual	
49	19713	Christopher	rain	M	It's probably raining.	probably	0.87	7	English	1	Female	20		Yes	2	Mac	800	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3PJUZCGDJ6FH46RPLK4GF033IIG988	49	Submitted	Thu Nov 27 08:42:31 PST 2014	Mon Nov 24 08:39:14 PST 2014	Mon Nov 24 08:42:31 PST 2014						[]	{}	2.422216667	"'He checked the weather, heard from someone else, or saw the rain for himself earlier.'"	perceptual_reportative		reportative	
49	11712	Frank	dinner	M	Dinner might be ready.	might	0.36	8	English	1	Female	20		Yes	2	Mac	800	1280	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3PJUZCGDJ6FH46RPLK4GF033IIG988	49	Submitted	Thu Nov 27 08:42:31 PST 2014	Mon Nov 24 08:39:14 PST 2014	Mon Nov 24 08:42:31 PST 2014						[]	{}	2.422216667	'He smelled it.'	perceptual	smelling	perceptual	
50	39992	Kathleen	dog	F	The neighbor's dog must be barking.	must	0.74	3	English	2	Female	30		Yes	2	Windows	900	1600	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3XXU1SWE8MUDR0WRIM51IG8552J0AO	50	Submitted	Thu Nov 27 08:43:52 PST 2014	Mon Nov 24 08:26:43 PST 2014	Mon Nov 24 08:43:52 PST 2014						[]	{}	2.61125	'she went outside'	perceptual	experience	perceptual	
50	16042	Emily	coffee	F	The coffee might be cold.	might	0.31	4	English	2	Female	30		Yes	2	Windows	900	1600	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3XXU1SWE8MUDR0WRIM51IG8552J0AO	50	Submitted	Thu Nov 27 08:43:52 PST 2014	Mon Nov 24 08:26:43 PST 2014	Mon Nov 24 08:43:52 PST 2014						[]	{}	2.61125	'She made it'	perceptual	experience	perceptual	
50	10213	Brian	rain	M	It's probably raining.	probably	0.48	5	English	2	Female	30		Yes	2	Windows	900	1600	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3XXU1SWE8MUDR0WRIM51IG8552J0AO	50	Submitted	Thu Nov 27 08:43:52 PST 2014	Mon Nov 24 08:26:43 PST 2014	Mon Nov 24 08:43:52 PST 2014						[]	{}	2.61125	'He heard the weather report'	reportative		reportative	
50	12585	David	train	M	I think the train is late.	think	0.64	6	English	2	Female	30		Yes	2	Windows	900	1600	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3XXU1SWE8MUDR0WRIM51IG8552J0AO	50	Submitted	Thu Nov 27 08:43:52 PST 2014	Mon Nov 24 08:26:43 PST 2014	Mon Nov 24 08:43:52 PST 2014						[]	{}	2.61125	'He heard when he went out'	reportative		perceptual	
50	9286	Frank	dinner	M	Dinner is ready.	bare	0.9	7	English	2	Female	30		Yes	2	Windows	900	1600	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3XXU1SWE8MUDR0WRIM51IG8552J0AO	50	Submitted	Thu Nov 27 08:43:52 PST 2014	Mon Nov 24 08:26:43 PST 2014	Mon Nov 24 08:43:52 PST 2014						[]	{}	2.61125	'He made or saw it'	perceptual	experience	perceptual	
50	10768	Shirley	sun	F	I know it's sunny out.	know	0.83	8	English	2	Female	30		Yes	2	Windows	900	1600	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3XXU1SWE8MUDR0WRIM51IG8552J0AO	50	Submitted	Thu Nov 27 08:43:52 PST 2014	Mon Nov 24 08:26:43 PST 2014	Mon Nov 24 08:43:52 PST 2014						[]	{}	2.61125	'She went outside'	perceptual	experience	perceptual	
51	96125	Timothy	dog	M	The neighbor's dog is probably barking.	probably	0.72	3	english	2	Female	41	no	Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	32SVAV9L3F898SVO19NKKE6C8E3A3T	51	Submitted	Thu Nov 27 08:44:36 PST 2014	Mon Nov 24 08:25:57 PST 2014	Mon Nov 24 08:44:36 PST 2014						[]	{}	7.038533333	'He talks about the dog'	reportative		reportative	
51	32120	Rachel	rain	F	It might be raining.	might	0.69	4	english	2	Female	41	no	Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	32SVAV9L3F898SVO19NKKE6C8E3A3T	51	Submitted	Thu Nov 27 08:44:36 PST 2014	Mon Nov 24 08:25:57 PST 2014	Mon Nov 24 08:44:36 PST 2014						[]	{}	7.038533333	'She talks of rain.'	reportative		reportative	
51	80344	Matthew	sun	M	I know it's sunny out.	know	0.67	5	english	2	Female	41	no	Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	32SVAV9L3F898SVO19NKKE6C8E3A3T	51	Submitted	Thu Nov 27 08:44:36 PST 2014	Mon Nov 24 08:25:57 PST 2014	Mon Nov 24 08:44:36 PST 2014						[]	{}	7.038533333	'He was outside.'	perceptual	experience	perceptual	
51	25231	Jerry	dinner	M	Dinner is ready.	bare	0.63	6	english	2	Female	41	no	Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	32SVAV9L3F898SVO19NKKE6C8E3A3T	51	Submitted	Thu Nov 27 08:44:36 PST 2014	Mon Nov 24 08:25:57 PST 2014	Mon Nov 24 08:44:36 PST 2014						[]	{}	7.038533333	'Because he made it or saw it'	perceptual	experience	perceptual	
51	10800	Lisa	coffee	F	I think the coffee is cold.	think	0.7	7	english	2	Female	41	no	Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	32SVAV9L3F898SVO19NKKE6C8E3A3T	51	Submitted	Thu Nov 27 08:44:36 PST 2014	Mon Nov 24 08:25:57 PST 2014	Mon Nov 24 08:44:36 PST 2014						[]	{}	7.038533333	'She tasted it.'	perceptual	tasting	perceptual	
